address,allocation
0xff1dc3420546eff5f490da7bfce7508f465db081,128
0xc0f7bfbb63f60552b41f5840925e5a15dd8003f5,127
0x2fb506c10bd95323a01e98d3962c720508e2fd10,125
0xe247df0d19185ab7f0e5eeb264b5e3f9ec2d72c0,125
0x58aba07b547d092e1c75136746fbd7ca34295b28,125
0xd111cdf8b98062fa19d043e59b43b53b77e62cd9,124
0x16137102191020cb96395a4474bdc750c1d936c4,116
0x9211133c294c0202642d408707ff6f6395ad9282,115
0x5194392ae1ca5b55e44e586edf063e0c7ee96f2b,114
0x0d53cd9fc121d223b5c337bc54bf09fe95caca13,113
0x1b0871b89664160214edceb9a008ccd9e0442f91,109
0x88da58de232b4dd2c34e99043caaeae77c42f381,101
0x893b445829478310407753760852fc52380d6637,101
0xc55ac0cebb83215a22a6047109d135ece437228e,100
0x5b4b0c4bd7a1b9c66d1036ec326afad1b33910de,100
